sme_id,year,state,sector,size_category,annual_revenue_ngn,innovations_adopted,innovation_intensity,constraints_faced,constraint_severity,revenue_growth_rate,profitability_rate,employee_growth_rate,digital_readiness_score,access_to_finance,government_support,num_employees,years_in_operation,export_orientation,formal_registration
33103,2022,Cross River,Energy,Micro (1-9),351952.71,,0.0,Technical Skills Gap; Market Access; Competition from Large Firms; Power Supply Issues,4.71,-0.32,21.5,16.06,5.0,Easy,Moderate,203,1,Yes,Yes
33104,2022,Ebonyi,Manufacturing,Medium (50-249),944623.68,E-commerce Platform,0.062,Financial Constraints; High Internet Costs; Talent Acquisition; Digital Literacy; Limited Technical Support,3.5,29.6,-0.95,12.63,3.9,Difficult,None,201,10,No,No
33105,2022,Anambra,Energy,Micro (1-9),128593.52,Digital Marketing; Online Learning Platform,0.125,Financial Constraints,1.3,17.36,16.24,-7.91,3.51,Easy,Minimal,229,6,Yes,No
33106,2022,Ekiti,Healthcare,Micro (1-9),56307.91,Digital Marketing; Cloud Computing; Financial Technology; Mobile Payment System,0.25,Limited Technical Support; Market Access; Infrastructure Limitations; Government Policy Uncertainty; High Internet Costs,2.71,-0.42,4.95,9.18,3.53,Difficult,Moderate,76,20,No,Yes
33107,2022,Yobe,Tourism,Small (10-49),1080070.39,Blockchain Technology; Mobile Payment System; Automation Software; Social Media Marketing,0.25,Technology Infrastructure; Financial Constraints; Access to Credit; Digital Literacy; Market Access; Limited R&D Investment; Government Policy Uncertainty,1.15,4.6,14.81,8.31,3.63,Very Difficult,None,61,18,Yes,Yes
33108,2022,Zamfara,Energy,Small (10-49),48103.89,Data Analytics; Blockchain Technology; Cloud Computing; Automation Software,0.25,Government Policy Uncertainty; Financial Constraints; Access to Credit; Technical Skills Gap; Competition from Large Firms,3.6,12.05,17.13,8.81,5.0,Very Difficult,None,40,13,No,No
33109,2022,Kebbi,Services,Micro (1-9),488222.69,Social Media Marketing,0.062,Digital Literacy; High Internet Costs; Financial Constraints,3.78,1.62,26.58,14.62,1.0,Easy,Minimal,234,2,Yes,No
33110,2022,Anambra,Technology,Small (10-49),1520277.62,Digital Marketing; Mobile Payment System; Social Media Marketing,0.188,Limited R&D Investment; Financial Constraints; Market Access; Government Policy Uncertainty; Digital Literacy; Power Supply Issues; Limited Technical Support,2.72,10.44,3.85,7.41,5.0,Easy,None,105,15,No,Yes
33111,2022,Benue,Food & Beverage,Micro (1-9),580005.55,AI/ML Tools; Blockchain Technology; Digital Marketing,0.188,Access to Credit; Government Policy Uncertainty; Power Supply Issues; Market Access,4.15,3.89,10.41,2.12,3.85,Very Difficult,Moderate,215,25,No,Yes
33112,2022,Ogun,Healthcare,Micro (1-9),115047.59,Telemedicine; Smart Agriculture; Financial Technology,0.188,Government Policy Uncertainty; Infrastructure Limitations; Financial Constraints; Competition from Large Firms; Limited Technical Support; Limited R&D Investment,1.9,-27.54,2.83,8.86,1.77,Moderate,None,27,9,No,Yes
33113,2022,Bauchi,Mining,Small (10-49),323325.64,IoT Solutions; E-commerce Platform; Supply Chain Management; Data Analytics; Smart Agriculture,0.312,High Internet Costs; Competition from Large Firms; Digital Literacy,4.1,-21.31,19.23,-9.07,3.31,Difficult,Minimal,97,20,Yes,Yes
33114,2022,Katsina,Financial Services,Micro (1-9),100851.49,Supply Chain Management; Financial Technology; Automation Software; Social Media Marketing; IoT Solutions,0.312,Technology Infrastructure; Competition from Large Firms; Financial Constraints; Limited Technical Support; Talent Acquisition; Limited R&D Investment,3.47,17.37,5.9,9.82,3.24,Difficult,None,225,23,Yes,Yes
33115,2022,Katsina,Financial Services,Medium (50-249),2524704.58,AI/ML Tools; Social Media Marketing; Data Analytics; E-commerce Platform,0.25,Digital Literacy; Government Policy Uncertainty; Financial Constraints; Limited Technical Support,2.64,8.92,13.64,4.33,4.9,Easy,None,125,2,No,Yes
33116,2022,Gombe,Healthcare,Micro (1-9),281688.67,Automation Software; CRM Systems; IoT Solutions; Data Analytics,0.25,Market Access; Talent Acquisition; Limited Technical Support; Financial Constraints,2.1,44.08,18.15,-0.69,5.0,Moderate,Moderate,230,8,No,Yes
33117,2022,Gombe,Tourism,Small (10-49),4126884.99,Blockchain Technology; E-commerce Platform,0.125,High Internet Costs; Regulatory Barriers; Talent Acquisition; Access to Credit; Digital Literacy,3.36,8.89,-6.86,-10.93,1.75,Difficult,None,40,11,No,Yes
33118,2022,Ekiti,Agriculture,Micro (1-9),50042.18,,0.0,Technology Infrastructure; Regulatory Barriers; Technical Skills Gap,2.64,12.47,22.8,8.66,3.67,Difficult,None,136,17,No,No
33119,2022,Cross River,Construction,Small (10-49),519178.39,Social Media Marketing,0.062,High Internet Costs; Technology Infrastructure; Regulatory Barriers,2.76,0.82,13.62,-12.93,1.51,Moderate,Minimal,40,4,No,Yes
33120,2022,Kebbi,Financial Services,Micro (1-9),65333.43,,0.0,Financial Constraints; Market Access; Limited Technical Support; Access to Credit,3.71,2.13,28.29,28.92,1.88,Moderate,None,126,4,Yes,Yes
33121,2022,Kwara,Healthcare,Micro (1-9),77846.91,,0.0,Competition from Large Firms; Power Supply Issues; Technical Skills Gap; Infrastructure Limitations; Limited R&D Investment; Limited Technical Support; High Internet Costs; Talent Acquisition,2.79,-2.59,18.84,6.44,5.0,Moderate,Minimal,55,4,No,Yes
33122,2022,Anambra,Education,Small (10-49),208280.48,Cloud Computing; IoT Solutions; CRM Systems,0.188,Power Supply Issues; High Internet Costs; Competition from Large Firms,4.29,0.12,15.6,-10.6,4.93,Difficult,Minimal,167,16,No,Yes
33123,2022,Kano,Transportation,Small (10-49),1250135.62,Digital Marketing; Cloud Computing; CRM Systems; E-commerce Platform; Smart Agriculture,0.312,Government Policy Uncertainty; Financial Constraints; Infrastructure Limitations,1.72,-2.01,16.7,12.42,1.75,Moderate,None,25,6,No,Yes
33124,2022,Oyo,Healthcare,Medium (50-249),10708129.52,Mobile Payment System; Social Media Marketing; Digital Marketing,0.188,Regulatory Barriers; Infrastructure Limitations; Competition from Large Firms; Limited Technical Support,3.56,13.0,7.96,6.24,4.79,Difficult,None,60,7,Yes,Yes
33125,2022,Gombe,Services,Micro (1-9),165856.63,Supply Chain Management; IoT Solutions,0.125,Financial Constraints; Technical Skills Gap; Talent Acquisition; Access to Credit; High Internet Costs; Government Policy Uncertainty; Technology Infrastructure,4.54,-6.09,-7.86,15.97,2.6,Difficult,None,112,12,Yes,Yes
33126,2022,Yobe,Services,Micro (1-9),57512.22,Blockchain Technology; Supply Chain Management,0.125,Financial Constraints; Technology Infrastructure; Digital Literacy; Competition from Large Firms,2.5,-16.87,13.03,4.86,2.2,Moderate,None,144,16,Yes,Yes
33127,2022,Osun,Real Estate,Micro (1-9),94178.05,Mobile Payment System; Blockchain Technology,0.125,Digital Literacy; High Internet Costs; Competition from Large Firms; Power Supply Issues; Regulatory Barriers; Talent Acquisition,3.66,-12.43,1.27,-17.11,5.0,Difficult,None,86,17,Yes,Yes
33128,2022,Edo,Technology,Micro (1-9),324208.01,Digital Marketing,0.062,Technical Skills Gap; Infrastructure Limitations; Competition from Large Firms; Technology Infrastructure; Limited R&D Investment,2.02,17.99,6.98,26.21,4.37,Difficult,Minimal,65,4,Yes,Yes
33129,2022,Benue,Services,Micro (1-9),27619.13,AI/ML Tools; Data Analytics; Supply Chain Management; E-commerce Platform; Mobile Payment System,0.312,Limited R&D Investment; High Internet Costs; Access to Credit; Limited Technical Support; Technology Infrastructure; Market Access; Technical Skills Gap,2.42,7.82,15.53,-0.54,1.87,Moderate,Moderate,113,25,No,Yes
33130,2022,Akwa Ibom,Services,Micro (1-9),76149.2,Financial Technology; AI/ML Tools; Automation Software,0.188,Financial Constraints; Infrastructure Limitations; Technology Infrastructure; Limited Technical Support; Limited R&D Investment; Talent Acquisition; Regulatory Barriers,4.33,-4.57,0.69,-6.62,2.14,Difficult,None,119,4,Yes,Yes
33131,2022,Edo,Education,Small (10-49),54167.97,Mobile Payment System; Online Learning Platform; Automation Software; Financial Technology; Social Media Marketing,0.312,Infrastructure Limitations; Market Access; Power Supply Issues; Financial Constraints,2.44,21.86,1.85,7.81,2.68,Moderate,None,14,20,No,No
33132,2022,Ogun,Real Estate,Small (10-49),163297.11,Financial Technology; Cloud Computing; AI/ML Tools; Smart Agriculture; Supply Chain Management,0.312,Limited Technical Support; Competition from Large Firms; Power Supply Issues; Infrastructure Limitations; Government Policy Uncertainty,3.83,6.72,4.01,6.29,2.36,Difficult,Minimal,108,11,No,Yes
33133,2022,Cross River,Retail,Micro (1-9),23636.57,Social Media Marketing; E-commerce Platform; CRM Systems; Blockchain Technology; IoT Solutions,0.312,Limited R&D Investment; Infrastructure Limitations; Regulatory Barriers,3.57,10.27,5.69,-21.7,4.72,Difficult,None,19,15,Yes,Yes
33134,2022,Gombe,Healthcare,Small (10-49),112454.84,IoT Solutions; Mobile Payment System; AI/ML Tools; Data Analytics; Cloud Computing,0.312,Access to Credit; Technology Infrastructure; Infrastructure Limitations; Market Access; Government Policy Uncertainty; Talent Acquisition,2.95,11.99,8.89,21.11,2.38,Easy,Moderate,102,19,Yes,Yes
33135,2022,Ogun,Mining,Micro (1-9),48956.34,E-commerce Platform,0.062,Government Policy Uncertainty; Regulatory Barriers; Power Supply Issues; Access to Credit; Technical Skills Gap; Limited R&D Investment; Infrastructure Limitations,1.2,11.22,5.85,12.36,2.91,Easy,Moderate,15,9,Yes,No
33136,2022,Kano,Real Estate,Small (10-49),71590.42,CRM Systems,0.062,Regulatory Barriers; Power Supply Issues; Talent Acquisition; Competition from Large Firms,3.78,13.51,8.28,24.09,5.0,Difficult,Minimal,53,21,No,Yes
33137,2022,Katsina,Food & Beverage,Micro (1-9),200737.59,IoT Solutions; CRM Systems; E-commerce Platform,0.188,Technical Skills Gap; Government Policy Uncertainty; Financial Constraints; Infrastructure Limitations; Market Access; Talent Acquisition; Power Supply Issues; Regulatory Barriers,3.56,18.19,28.4,-3.87,5.0,Moderate,None,98,25,No,Yes
33138,2022,Akwa Ibom,Agriculture,Micro (1-9),137257.71,Financial Technology; CRM Systems; Social Media Marketing,0.188,Technology Infrastructure; Digital Literacy; High Internet Costs; Competition from Large Firms; Limited Technical Support; Regulatory Barriers; Market Access; Infrastructure Limitations,4.05,-14.04,4.34,-2.99,1.46,Moderate,Minimal,231,19,No,No
33139,2022,Ogun,Agriculture,Small (10-49),1021469.88,E-commerce Platform; Supply Chain Management; Smart Agriculture,0.188,Government Policy Uncertainty,1.36,10.85,7.44,-8.19,2.5,Difficult,None,156,20,Yes,No
33140,2022,Bauchi,Technology,Micro (1-9),26407.89,Blockchain Technology; Telemedicine; Social Media Marketing; Data Analytics; IoT Solutions,0.312,Limited Technical Support; Infrastructure Limitations; Competition from Large Firms; Financial Constraints; Technical Skills Gap; Digital Literacy; Limited R&D Investment,4.14,-0.83,18.69,13.62,5.0,Difficult,Significant,6,10,Yes,Yes
33141,2022,Anambra,Energy,Small (10-49),1954845.37,CRM Systems; Financial Technology; IoT Solutions; Blockchain Technology,0.25,Access to Credit; Power Supply Issues; Digital Literacy; Limited R&D Investment; Market Access,3.45,3.41,14.6,10.4,5.0,Difficult,None,177,24,Yes,Yes
33142,2022,Ekiti,Services,Micro (1-9),193024.88,Blockchain Technology; AI/ML Tools,0.125,Competition from Large Firms; High Internet Costs; Infrastructure Limitations; Technical Skills Gap; Digital Literacy; Technology Infrastructure; Financial Constraints; Talent Acquisition,2.43,5.77,-1.79,16.69,1.0,Moderate,Moderate,77,1,No,Yes
33143,2022,Plateau,Healthcare,Medium (50-249),127019.84,Automation Software; Blockchain Technology; Smart Agriculture; Online Learning Platform; Financial Technology,0.312,Access to Credit; Market Access; Talent Acquisition,1.86,-18.0,22.94,-7.21,2.34,Difficult,Minimal,64,14,Yes,Yes
33144,2022,Delta,Financial Services,Small (10-49),872507.87,Supply Chain Management; Online Learning Platform,0.125,Government Policy Uncertainty; Technical Skills Gap; Power Supply Issues; Financial Constraints,2.51,-2.5,35.2,9.05,4.42,Moderate,None,89,7,Yes,Yes
33145,2022,FCT,Energy,Micro (1-9),1252372.68,IoT Solutions; Automation Software; CRM Systems; Telemedicine,0.25,Market Access; Government Policy Uncertainty; Technical Skills Gap,3.5,8.2,7.22,13.27,3.78,Difficult,Minimal,124,1,No,Yes
33146,2022,Bayelsa,Food & Beverage,Micro (1-9),986786.63,Telemedicine; Cloud Computing; Online Learning Platform; Supply Chain Management,0.25,Market Access; Digital Literacy,1.49,56.23,11.73,25.23,5.0,Easy,Minimal,113,11,No,No
33147,2022,Katsina,Construction,Micro (1-9),180679.83,Online Learning Platform; Digital Marketing; Data Analytics; Telemedicine; Blockchain Technology,0.312,Limited Technical Support; Government Policy Uncertainty; Technical Skills Gap; Regulatory Barriers; Limited R&D Investment; Digital Literacy; Power Supply Issues; Market Access,3.55,20.53,5.09,-8.63,1.0,Moderate,None,41,17,No,Yes
33148,2022,Enugu,Healthcare,Small (10-49),574428.47,Supply Chain Management; Online Learning Platform; Mobile Payment System; Financial Technology,0.25,Access to Credit; Limited R&D Investment; Digital Literacy; Financial Constraints; Power Supply Issues; Talent Acquisition,3.26,11.45,28.69,5.35,2.28,Moderate,Minimal,220,19,Yes,Yes
33149,2022,Plateau,Education,Micro (1-9),163224.1,Automation Software; E-commerce Platform; Online Learning Platform,0.188,Technology Infrastructure; Digital Literacy; Government Policy Uncertainty; Regulatory Barriers,1.85,32.34,10.9,5.53,1.61,Very Difficult,None,97,5,No,Yes
33150,2022,Yobe,Energy,Micro (1-9),441528.43,AI/ML Tools; E-commerce Platform; IoT Solutions; CRM Systems; Digital Marketing,0.312,Financial Constraints; Digital Literacy; Market Access; Access to Credit; Infrastructure Limitations; Government Policy Uncertainty; Limited Technical Support,2.83,39.7,15.5,5.42,2.28,Moderate,None,147,5,No,No
33151,2022,Zamfara,Education,Medium (50-249),2703757.71,AI/ML Tools; E-commerce Platform; Cloud Computing; Blockchain Technology,0.25,Digital Literacy; Talent Acquisition,2.42,1.18,9.25,-6.95,3.14,Moderate,Minimal,26,7,Yes,Yes
33152,2022,Anambra,Transportation,Micro (1-9),708177.74,Smart Agriculture; Online Learning Platform; Mobile Payment System; Social Media Marketing; Digital Marketing,0.312,Digital Literacy; Government Policy Uncertainty; Infrastructure Limitations; Financial Constraints; Power Supply Issues; Limited Technical Support; Access to Credit; Technology Infrastructure,2.72,17.7,6.0,-14.34,1.0,Difficult,Minimal,88,14,Yes,Yes
33153,2022,Osun,Retail,Small (10-49),29535833.47,Digital Marketing; Data Analytics; Telemedicine; AI/ML Tools,0.25,Regulatory Barriers; Infrastructure Limitations; Power Supply Issues; Limited Technical Support,2.37,7.34,24.27,6.73,1.8,Moderate,Significant,51,25,No,Yes
33154,2022,Gombe,Mining,Micro (1-9),65963.05,Blockchain Technology; Cloud Computing,0.125,Financial Constraints; Limited Technical Support; Access to Credit; Infrastructure Limitations; Limited R&D Investment; Regulatory Barriers; Technical Skills Gap,2.29,27.62,-0.47,-28.32,1.0,Difficult,Significant,189,10,Yes,Yes
33155,2022,Ogun,Manufacturing,Micro (1-9),27231.55,Blockchain Technology; AI/ML Tools,0.125,Digital Literacy; Access to Credit; Infrastructure Limitations; Talent Acquisition; Market Access; Limited R&D Investment,2.67,0.62,14.35,-29.89,2.57,Difficult,None,149,13,No,Yes
33156,2022,Niger,Financial Services,Micro (1-9),304389.79,Digital Marketing; Financial Technology; Blockchain Technology,0.188,Infrastructure Limitations; Talent Acquisition; Regulatory Barriers; Access to Credit; Limited Technical Support; Technology Infrastructure,2.39,-11.26,2.56,11.39,2.85,Moderate,Moderate,152,16,Yes,Yes
33157,2022,Imo,Tourism,Micro (1-9),25945.15,,0.0,Limited Technical Support; Power Supply Issues; Limited R&D Investment; Technical Skills Gap; Regulatory Barriers; Government Policy Uncertainty; Talent Acquisition; Market Access,3.0,19.4,20.25,-18.81,5.0,Difficult,Significant,59,23,No,Yes
33158,2022,Ebonyi,Services,Small (10-49),3418235.01,,0.0,Market Access; High Internet Costs; Regulatory Barriers; Infrastructure Limitations; Financial Constraints; Limited R&D Investment; Digital Literacy; Limited Technical Support,2.7,11.13,21.76,5.17,1.36,Moderate,Moderate,249,5,No,No
33159,2022,Ondo,Mining,Micro (1-9),999448.14,Mobile Payment System; Digital Marketing; Automation Software,0.188,High Internet Costs,2.06,1.12,13.31,1.56,5.0,Easy,Significant,226,21,Yes,Yes
33160,2022,Taraba,Technology,Micro (1-9),61767.26,Data Analytics; Mobile Payment System,0.125,Limited Technical Support; High Internet Costs; Access to Credit; Infrastructure Limitations; Regulatory Barriers; Talent Acquisition; Competition from Large Firms,3.61,16.16,4.45,-13.52,5.0,Moderate,Minimal,193,18,No,Yes
33161,2022,Akwa Ibom,Tourism,Micro (1-9),252076.95,CRM Systems; IoT Solutions; AI/ML Tools; Automation Software,0.25,Talent Acquisition; Technical Skills Gap,2.52,-9.38,-5.45,14.53,3.94,Moderate,None,166,10,Yes,Yes
33162,2022,Ekiti,Healthcare,Micro (1-9),332228.78,Supply Chain Management; Digital Marketing; AI/ML Tools; Telemedicine,0.25,Access to Credit; Digital Literacy; Talent Acquisition,2.37,25.91,8.62,0.08,3.4,Moderate,Minimal,231,15,Yes,Yes
33163,2022,Borno,Food & Beverage,Small (10-49),860835.54,E-commerce Platform; Automation Software; IoT Solutions; Social Media Marketing; Cloud Computing,0.312,Competition from Large Firms; Market Access; Limited Technical Support; Regulatory Barriers,1.61,8.03,12.99,28.69,4.72,Easy,Minimal,219,4,Yes,Yes
33164,2022,Adamawa,Financial Services,Small (10-49),4029973.46,Social Media Marketing; Online Learning Platform; Cloud Computing,0.188,Financial Constraints; Market Access; Talent Acquisition; Infrastructure Limitations; Limited Technical Support; Power Supply Issues; Technical Skills Gap; Government Policy Uncertainty,2.38,16.27,17.67,32.87,1.0,Very Difficult,None,214,21,No,No
33165,2022,Ekiti,Retail,Micro (1-9),77394.53,Smart Agriculture; Data Analytics; AI/ML Tools,0.188,Market Access,3.88,-5.35,19.77,13.82,1.24,Easy,Moderate,31,11,No,No
